Layer,Neuron,Original,Summary,Highlight,HighlightSummary,AVHS
26,5005,words related to computer commands and programming languages.,words related to commands and instructions.,"terms and phrases related to commands or instructions, particularly in the context of technology or programming.","commands or instructions given on a computer or in a specific context, such as programming or technical operations.",words and phrases related to computer programming and commands.
26,1812,phrases related to accountability and responsibility for actions.,references to specific groups or individuals in a broader context.,words related to actions or items that have an impact or effect on a group of people.,pronouns and determiners that refer to groups of people or objects.,words related to groups or categories of people.
26,4145,words related to activism and taking action.,comparisons or emphasis on increasing quantities.,words related to increasing or adding more of something.,comparisons or emphasis on increasing quantities or degrees.,words related to increasing or intensifying something.
26,4618,"color-related words or references, specifically focusing on the color green.","words related to colors, specifically the color ""green"".",entities or phrases related to the color green.,"tokens related to colors, particularly the color green.","colors and physical attributes of objects or individuals (e.g., white, green, colored, blue, black)."
26,4984,"words or phrases related to expansion, increasing capacity, and upgrading.",words related to growth or increase in size.,"words related to growth, increase, or enhancement.",words related to growth and increasing size or capacity.,words related to growth or enlargement.
26,4299,words related to the transfer of education or academic achievement.,words related to actions of transferring or contributing to something.,"words related to movement or transfer, such as ""contributed,"" ""transferred,"" and ""dropped out.""",words related to transfer or contribution.,"terms related to the transfer or movement of something, such as transferring schools, transferring programs, or transferring degrees."
26,633,words related to valuable objects or items.,"words related to precious materials and valuables, such as gemstones and jewels.","words related to precious gems, stones, and jewelry.","words related to valuable objects such as gems, jewelry, and treasures.",references to various types of precious stones and gems.
27,1946,phrases related to political discussions or actions.,"the word ""getting"" and potentially other variations of the word, in different contexts.",words or phrases related to obtaining or acquiring something.,"the word ""getting"" in various contexts.",phrases related to obtaining or acquiring something.
27,4025,words related to locations or settings.,words related to uncertainty or possibility.,words or phrases that express uncertainty or possibility.,adverbs that convey uncertainty or possibility.,comparative adjectives and words indicating uncertainty or possibility.
27,3701,"words related to freedom, diversity, and mobility.",the occurrence or presence of words indicating a high degree or close approximation of something.,mentions or references to a high degree or almost complete extent.,instances where there is a high degree of approximation or nearness to something.,adverbs that indicate a high degree or extent.
27,1168,references to historical events or discussions about political and social issues.,"past tense forms of the verb ""be"", such as ""was"" and ""were"".",past tense verbs ending in '-ed'.,"past tense forms of the verb 'be' (e.g. was, were).","past tense forms of the verb ""to be"" (e.g., ""was,"" ""were"")."
27,1698,words related to facts or statements of truth.,"instances where the word ""fact"" is mentioned.","instances where the word ""fact"" is mentioned.",words related to information or statements that are considered to be true or verifiable.,words or phrases related to facts and information.
27,4954,words related to personal experiences and personal history.,"words related to uncertainty or non-specificity, such as ""something,"" ""somewhere,"" and ""anything.""",words or phrases indicating an unspecified or undetermined quantity or thing.,words related to unspecified or vague objects or concepts.,words related to an unspecified or undefined entity or concept.
27,1581,words and phrases related to crime and illegal activities.,words related to involvement or participation in activities or events.,"words related to involvement or participation in various contexts such as criminal activities, political fights, protests, or community programs.",words or phrases related to involvement or participation in activities or events.,words related to involvement or participation.
27,1923,descriptions or mentions of specific measurements and equipment for outdoor activities or cooking.,"references to the ""ground"" or lower level spaces/objects.",words or phrases related to the ground or lower levels.,references to the physical surface of the earth or grounds.,"references to physical or geographical surfaces, particularly the ground."
27,3910,words related to upward movement or rise.,words related to movement or change in position.,words related to upward movement or progress.,words related to upward movement or progress.,words related to upward movement or growth.
27,5962,references to holiday celebrations and events.,seasonal and holiday-related terms.,words or phrases related to holidays or events.,"tokens related to holidays and specific events, such as Christmas, Easter, and the Winter Olympics.","tokens related to holidays, specifically mentioning ""Mas"" for Christmas, ""Winter"" and ""Olympics""."
27,4778,words related to declarations or announcements.,words related to official statements or announcements being made.,statements or declarations made by people or entities.,words related to making a statement or proclamation.,declarations or statements made by someone.
27,6181,words related to membership or affiliation.,"references to individuals being a part of a group or organization, specifically being referred to as a ""member.""",tokens related to membership or affiliation.,words related to membership or affiliation.,words related to membership or affiliation.
27,1397,words or phrases related to proximity or nearness.,words or phrases related to proximity or nearness.,words or phrases related to proximity or nearness.,words related to proximity or nearness.,words related to proximity or closeness.
27,4679,references to art and artistic expression.,"references to art, artists, or artistic expressions.","mentions or references to the word ""art"" or ""artists"".",references to the concept of art.,"references to art, artists, and expressions of creativity."
27,3072,"words related to financial and economic concepts, such as balance, sheet, quantitative easing, rates, power, and analysis.","words related to the concept of balance, including both literal and metaphorical meanings.","words related to financial and economic terms, particularly those related to balance and change.","words related to financial balance, changes, and power dynamics.","terms related to finance, economics, and balance."
27,4390,phrases related to open or accessible concepts or ideas.,"words related to openness, such as ""open,"" ""question,"" and ""clear.""",words related to openness or availability.,words or phrases related to being transparent or accessible.,words or phrases related to openness or availability.
27,5533,"occurrences of the word ""talk"" and related words.","instances of the word ""talk"" and related words, indicating a focus on communication and dialogue.",words related to communication and conversation.,instances of words related to communication and conversation.,"instances of the word ""talk"" or similar words that indicate communication or conversation."
27,1509,words related to dirty or unclean things.,"words or phrases related to filth, dirtiness, or uncleanliness.",words or phrases related to dirtiness or filth.,words related to filth or untidiness.,"words related to dirtiness, filth, and uncleanliness."
27,2092,words related to laying down or putting something in a specific position.,"occurrences of the word ""lay"" in various contexts.","instances of the word ""lay"" or variations of it in the context of imposing rules, blaming, making decisions, or carrying out actions such as layoffs.","phrases related to authority, rules, and actions.","words related to employment and restructuring, such as ""jobs,"" ""layoff,"" ""elimination,"" ""budget cut,"" and ""redress."""
27,4240,"keywords related to subscribing, reading, or continuing with a newsletter or article.","words related to continuation, instructions, and prompts to take action.",phrases related to continuing or ongoing actions or events.,"text related to continuing or continuing actions, such as continuing reading or continuing with something.","phrases related to continuing or ongoing actions or processes, particularly in the context of reading, subscribing, or staying updated."
28,6328,comparisons or contrasts between different things.,the presence of comparative language or comparisons between different entities or concepts.,comparisons or contrasts between different entities or situations.,words and phrases related to comparisons or contrasts.,comparisons or evaluations between different entities or situations.
28,1864,"adjectives that emphasize a high level of something, such as ""most"" or ""more"".","the word ""most"" in various contexts and topics, possibly indicating a focus on comparisons, superlatives, or emphasizing a high degree or frequency.","phrases related to superlatives or something being the ""most"" in a comparison.",adjectives or adverbs indicating the highest or greatest degree.,"the word ""most"" occurring frequently in the text excerpts."
28,295,"references to time or progress, such as seasons, running, and fast approaching.","words related to movement or progression, specifically running or trains.","tokens related to movement or progression, particularly running or going fast.","words and phrases related to movement, specifically running, fast movement, and trains.",words and phrases related to time running out or coming to an end.
28,5293,"words related to changes or fluctuations, particularly in relation to temporal or numerical values.",phrases related to directional movement or change.,phrases that indicate completion or reaching a maximum limit.,phrases related to changes or alterations in a situation or quantity.,"the conjunction ""and"" in various contexts."
28,2186,"words related to legal systems, laws, and regulations.","tokens related to the concept of being influenced or determined by a specific basis or criteria, such as ""based on"", ""upon"", or ""due to"".",phrases or words related to making decisions or judgments based on certain criteria or factors.,phrases related to decision-making or determination of something.,phrases related to making decisions or judgments based on certain criteria or factors.
28,4551,words related to perseverance and overcoming challenges.,"occurrences of the word ""even"" in the text excerpts.","instances where the token ""even"" is used to emphasize a contrasting or unexpected outcome.","occurrences of the word ""even"" in various contexts.","instances where the word ""even"" is used for emphasizing a contrast or unexpected outcome."
28,5976,"references to visual observations, such as stars, constellations, and open fields, as well as instances of opening or keeping things open.","words or phrases related to availability, accessibility, or exposure.",words related to the action of opening.,words related to opening or access.,words and phrases related to actions and objects associated with opening or being open.
28,885,possessive pronouns and possessive nouns.,"pronouns indicating possession, specifically ""his"", ""my"", ""My"", and ""her"".",possessive pronouns indicating ownership or belonging.,"possessive pronouns (e.g., his, her, my) indicating ownership or personal association with something.",pronouns and possessive adjectives referring to individuals.
28,3928,"words and phrases related to player freedom, action, balancing, and timing in a game or interactive experience.","references to the concept of freedom, including mentions of freedom of navigation, freedom of the press, freedom of speech, and personal freedoms.",words related to freedom and independence.,"words related to liberty, independence, and personal rights.",words related to freedom and expressions of freedom.
28,4843,"references to the word ""watch"" and related terms.","mentions of the word ""watch"" in various contexts, including references to video games, organizations, timepieces, and movies.",mentions or references to watches or watch-related terms.,references to watches and related terms.,words related to watches or the act of watching.
28,1672,words related to changes in prices or values.,words related to a decrease or decline in something.,"phrases related to a decline, decrease, or drop in something.","words related to changes in value, decline, or decrease.",words related to a downward movement or decrease.
28,3081,words and phrases related to joining or participating in a group or organization.,words related to participation or association with a group or organization.,phrases related to joining or becoming a part of something.,tokens related to joining or being part of a group or organization.,words related to joining or participating in a group or activity.
28,4208,words and phrases related to the endings or conclusions of situations or events.,"words related to the cessation or conclusion of something, such as ""ends"" or ""causes end"", as well as words related to opposition or contradiction, such as ""counter"".",words related to causing something to stop or come to an end.,"words related to cause and effect, specifically actions leading to certain outcomes or conclusions.",words related to the causation and consequences of events or actions.
28,342,words related to attempts or actions being taken.,verbs related to attempting or trying to do something.,instances where someone is attempting or trying to do something.,verbs associated with attempting or trying to do something.,phrases related to attempting or trying to do something.
28,2638,words or phrases related to positive and negative aspects or qualities.,"words related to sentiment analysis, specifically identifying positive and negative words.","words or phrases related to polarity or sentiment, particularly focusing on positive and negative terms.","words related to polarity or sentiment, specifically focusing on positive and negative connotations.","words related to evaluation or judgment of something, such as promoting, positive, negative, criticizing, attacking, and aspects."
28,6371,"words related to search engine marketing and optimization, such as keyword ranking, search queries, ad placement, and search volume.","words and phrases related to searching, keywords, and online searches.","words or phrases related to searching, indexing, and online visibility.",terms and phrases related to online search and ranking.,keywords or terms related to search engine optimization (SEO) and online advertising.
28,1391,hyphen-separated words and phrases.,articles and common words in the English language.,phrases or words that contain hyphens indicating connected or interrupted words.,words or tokens related to editing or modifying words and phrases.,"phrases or words that involve hyphenation or the word ""the"" with a hyphen before or after it."
28,4757,"phrases related to expressing opinions or thoughts, and providing information or updates.",transitional words or phrases used to introduce additional information or contrast in a sentence.,transition words or phrases used for introducing additional information or contrasting ideas.,transitional words or phrases that indicate contrast or addition of information.,words related to contrasting or opposing ideas.
28,4810,"words related to games, competition, and performance.","words related to games, such as ""game"", ""comedy or musical (as in genres of movies)"", and ""choreography"".","words related to games, competitions, or contests.",words related to games or organized activities.,"words related to language, communication, and various forms of media."
28,4223,words related to video games and gaming.,words or phrases that indicate small or diminutive size.,descriptions of small objects or creatures.,"adjectives that describe size or quantity, such as ""little"" or ""small"".",words or phrases related to small size or being cute.
29,751,words related to political positions or government leadership roles.,"instances where there are limitations, constraints, or exclusions.",phrases that emphasize limitation or restriction.,"instances where there are limitations, restrictions, or exclusions.",qualifying words or phrases that indicate limitation or restriction.
29,220,"phrases related to contributing or leading to something, such as leading to farmer indebtedness, contributing to social class attainment, and contributing to the violence in Syria.",words related to contribution or involvement in a particular situation or outcome.,words related to the act of contributing or causing an effect.,words related to contributing or playing a role in a certain outcome or situation.,verbs related to contributing or causing something.
29,768,words related to advantages or benefits.,words or phrases associated with gaining an advantage or positive outcome.,words related to benefits or gains.,"words related to gaining advantage, profit, or benefit from a situation.",words related to receiving benefits or advantages from a situation or action.
29,4499,"words and phrases related to religion, particularly Christianity, creationism, and evangelical beliefs.","words related to creation, formation, and construction.","words related to creation, formation, and building.","words related to creation, forming, and formation.","words related to religious beliefs, ideologies, and concepts."
29,2262,words related to focus and attention.,words related to attention or concentration on specific topics or tasks.,words and phrases related to focus or attention.,"words related to attention, concentration, and directing focus.",phrases related to attention and focus.
29,5902,words related to reading reviews and gathering more information.,phrases or tokens related to accessing additional information or content.,phrases or tokens related to reading more or accessing additional information or content.,phrases or words related to reading or accessing additional information.,tokens related to indicating the presence of additional information or text to be read.
29,5962,words related to legal terms or arguments.,"instances where the word ""such"" is used to indicate a specific type or category of something.","the usage of the word ""such"" to introduce examples or specifics.",words related to providing specific examples or instances.,words related to emphasizing or referring to something specific.
29,378,words related to intention or purpose in a text.,"verbs related to purpose or intention, as well as words related to potential outcomes or consequences.",words related to intention or purpose.,words and phrases related to intentions or purposes.,phrases related to intention or purpose in various contexts.
29,180,"words related to speech, discussion, and curiosity.","instances of the indefinite article ""a"".","words or phrases with the indefinite article ""a"" followed by another word, indicating a specific or distinguishing feature or characteristic.",the indefinite article 'a'.,phrases related to comparing or expressing a degree of something.
29,2040,phrases related to attention and proximity.,"words related to proximity, closeness, or nearness.",instances where an object or a person is physically in proximity to something else.,"words related to proximity, closeness, and attention to detail.","words related to proximity, attention, and focus."
29,5858,words related to personal ownership and possession.,pronouns and possessive determiners.,possessive pronouns or possessive determiners.,"possessive pronouns, specifically ""your"" and ""their.""",pronouns and possessive adjectives.
29,3092,words related to firearms and weapons.,"words related to weapons and body parts (specifically, arms).",words related to weapons or arms.,words related to weapons and armament.,words related to weapons and armaments.
29,674,words related to making choices or selecting things.,"words related to selection or choice, such as picking favorites, picking up objects, and picking cotton.","phrases related to selecting, choosing, or picking things or people.",words related to making choices or selections.,words related to selecting or choosing something.
29,2449,"words and phrases related to music, specifically related to song titles and discussions about music.",words related to work or tasks being performed.,words related to work or labor.,words related to work or tasks being done.,"words related to work, tasks, and activities."
29,4926,"words related to aviation and flight, such as ""air"", ""flight"", ""pilot"", and ""stream"".","words and phrases related to aviation, specifically flights and pilots.","words related to aviation, flying, and aircraft.",words related to aviation and flying.,words related to flight and aviation.
29,5650,business-related terms and possibly references to job positions.,"contractions of ""have"" or ""be"" with ""ve"" or ""s"" at the end.","phrases indicating ownership or possession, specifically using the contraction ""['ve]"" which stands for ""have"" or ""has"".","contractions of ""have"" like ""'ve"" or ""'s"" in various contexts.","contractions, particularly the contraction ""ve"" (short for ""have"") in various contexts."
29,1073,phrases indicating excitement or anticipation towards upcoming events or announcements.,tokens related to future actions or plans.,"the word or phrase ""going"" in the context of future plans or actions.",present participles or gerunds of verbs.,"phrases related to future plans, actions, and intentions."
29,2297,"phrases related to physical actions, such as stepping, breathing, and chewing.",body parts or physical actions related to movement.,phrases related to body parts or physical movements.,"words related to body parts, specifically feet, hands, and breathing activities.",phrases related to physical actions or movements.
29,2609,mentions of legal charges related to criminal activities.,ordinal numbers and specific counts of something.,"texts related to legal charges, criminal offenses, and legal proceedings.",numeric patterns and specific legal terms.,numerical counts and degrees related to legal charges and financial matters.
29,4558,quotations from someone's speech or statement.,phrases or words related to comparison or similarity.,reported speech or quotations.,"quotes and reported speech, as well as words related to remaining or continuing.",reported speech or quotes in text excerpts.
30,5301,words related to entering or joining something.,words related to entering or joining.,verbs related to entering or joining a place or situation.,verbs related to entering or joining.,words related to entering or joining a certain state or place.
30,4681,"words and phrases related to the Hogwarts School of Witchcraft and Wizardry, as well as characters and elements from the Harry Potter series.","words and phrases related to the Harry Potter series, including character names, locations, and references to the Wizarding World.","tokens related to the Harry Potter franchise, including character names, locations, and related terms.","terms related to the Harry Potter series, such as character names, locations, and references to the author J.K. Rowling.",names and terms related to the Harry Potter series.
30,1779,phrases related to expressing emotions or opinions.,words related to attempts or efforts.,"instances of the word ""try"" or variations of the word ""try"".",words related to attempts or efforts.,"words related to attempting, trying, and taking action."
30,3056,"information about athletes, their skills, performance, and statistics.","instances of possession or ownership indicated by the word ""has"" or ""'s"".",phrases related to possession or ownership.,verbs in the present tense indicating possession or ownership.,descriptive adjectives and verbs related to someone's skills or abilities.
30,1480,words or phrases related to focusing or attention.,"words and phrases related to attention, concentration, and focus.",phrases related to attention and focus.,"verbs and phrases related to attention, focus, and concentration.","phrases related to attention, focus, and priorities."
30,1421,"words related to armor, protection, and dependence.",words or phrases that indicate dependency or variability based on certain factors or conditions.,phrases related to dependency or reliance on something.,"words related to dependency, reliance, or conditional factors.",words related to dependency or reliance on certain factors or conditions.
30,4452,phrases related to waiting or anticipating something.,words related to anticipation or waiting for something.,phrases related to waiting or anticipating something.,words related to waiting or anticipation.,words related to waiting or anticipating something.
30,1029,words and phrases related to firearm handling and releases.,"words related to actions or events involving the release of something, such as releasing a tracking dog, releasing chemicals, or releasing a game.",words related to actions of releasing or launching something.,"words and phrases related to actions such as putting, releasing, and firing, as well as terms related to the release of something.",actions related to releasing something or someone.
30,3450,words related to occupations and places of residence.,references to places or locations where someone belongs or is from.,"words related to location or place, specifically emphasizing the concept of ""home"".","words or phrases related to ""owning"" or ""having a connection or affiliation to a specific place"" such as owning, home, and being based.","words related to ownership, operation, and being home to something/someone."
30,5838,words related to legal issues or options.,"instances of the word ""or"" used to present alternatives or choices.",tokens related to alternative options or choices.,"the token ""Or"" as a connector between two options or alternative choices.",phrases related to alternatives or contrasts.
30,877,"words related to sports events, specifically soccer matches and player performances.","words related to action or involvement, particularly in terms of participation or performance, in different contexts such as sports, games, events, and roles.",verbs related to participation or involvement in an activity or situation.,words related to participating in activities or competitions.,words and phrases related to mental states and psychological processes.
30,4240,"phrases related to building and configuring things, such as games, graphics cards, and software libraries.",words and phrases related to construction or creation.,"tokens related to construction, creation, and development.","words related to construction or creation of something, particularly in the context of building or assembling.","words related to construction or creation, particularly in the context of building or developing something."
30,3812,"phrases related to implementing or establishing processes, systems, or programs.","occurrences of the preposition ""in"".",phrases indicating the implementation or placement of something.,"prepositions ""in"" that are used to indicate placement or inclusion.",phrases related to the concept of implementing or establishing something.
30,4957,"words related to economic and financial topics, particularly focusing on openness or accessibility.","words related to openness, accessibility, and availability.","tokens related to being open, whether it's in a literal sense (e.g., ""open for business"") or metaphorical sense (e.g., ""being free and easy"").","words related to openness, accessibility, and freedom.","words related to openness, accessibility, and availability."
30,6181,"words related to PHP programming and technical aspects such as PHP template tags, loops, and excerpts.",words related to taking action or achieving a desired outcome.,verbs related to obtaining or acquiring something.,verbs related to acquiring or obtaining something.,verbs related to achieving or obtaining something.
30,1990,words related to numbers or quantities.,adverbs and adjectives that indicate degree or extent.,phrases or words that indicate a significant extent or degree.,"words or phrases related to comparisons, specifically emphasizing the extent or degree of something.","phrases or tokens related to comparison, such as ""far"" or ""by far""."
30,3803,keywords related to parks and adventurous activities.,terms related to parks and recreational spaces.,words related to parks or parking.,words related to parks or locations.,"references to locations or places, especially related to parks."
30,572,words and phrases related to decision-making and legal matters.,words related to decision-making and choices.,words or phrases related to decision making and choices.,words related to decision-making and choices.,words related to decision-making and choices.
30,6089,mentions of mistakes or errors.,action verbs related to movement or change.,phrases that indicate actions or events happening.,verbs related to actions or events happening.,phrases related to processes or events happening.
30,4712,"words and phrases related to music, including song titles and artist names.","mentions or parts of words related to a person named ""Mel""","names or terms that contain the part ""Mel"".","words or parts of words that include the sequence ""mel"" or ""mor"".","tokens that are typically part of longer words, such as names (e.g., Mel, Melrose) or words with suffixes (e.g., in, mor)."
32,3038,words related to reflecting or reminiscing about something.,"phrases or tokens related to reflecting, reviewing, or revisiting past events or information.",instances where the text is referring to or describing the act of looking or searching.,verbs related to observing or examining something.,words related to observing or investigating.
32,2682,numerical values and measurements.,"the indefinite article ""an"".",phrases that indicate the presence of a specific item or occurrence.,"the indefinite article ""an"" in various contexts.","the indefinite article ""an""."
32,3194,phrases related to desire or wanting something.,"phrases or words related to desires, preferences, or needs.",verbs indicating desire or intention.,"phrases related to desires, preferences, and requests.",phrases related to desires or preferences.
32,6330,"phrases related to rules, guidelines, and conduct, as well as possible mentions of sports teams or games.",phrases or words related to discussing or mentioning multiple options or sides.,phrases that indicate the presence of multiple entities or options.,"words related to inclusiveness, combination, or dualities.",phrases related to inclusive language and addressing multiple entities or groups.
32,4587,"technological terms and concepts related to user privileges and commands, as well as some numerical values and medical terms.",words related to knowledge or information.,"phrases or tokens related to something being recognized, identified, acknowledged, or referred to as ""known"" or ""as"".","words that indicate knowledge, identification, or recognition.",terms related to knowledge or recognition.
32,2813,words related to decision-making and opinions.,conditional statements and expressions related to hypothetical situations.,conditional statements or expressions indicating possibility or alternative outcomes.,"indications of possibility, hypothetical scenarios, and expressing regret or missed opportunities.",modal verbs and speculative statements.
32,1766,words related to the activity or concept of rolling.,words related to rolling or roll-related actions and concepts.,words or tokens related to rolling or rollable objects or concepts.,words or phrases related to rolling or rollable objects/activities.,"words related to rolling, typically associated with objects or activities involving rolling such as rolling fields, rolling dice, or rolling movements."
32,5421,"information related to a news article about a shooting incident, including details about officers being shot, a suspect holding children hostage, and a standoff.","words related to actions and events involving holding, firing, and being on guard.","words related to holding, controlling, or grabbing something.","words related to holding, firing, and being in position or action.","phrases related to actions and events involving holding and firing, especially in intense and potentially dangerous situations."
32,1699,"words and phrases related to dates and events, including specific years and months.",references to referring to something specific in the text or timeline.,references to time or a specific time period.,references to time or temporal markers.,"references to time, specifically words indicating present or recent time."
32,2396,"words related to international agreements and relations, particularly in the context of the United Kingdom and political negotiations.",words or phrases related to being a component or belonging to a larger entity.,tokens related to inclusivity or being a part of a group or entity.,"instances of the word ""part"" in various contexts, indicating its importance in relation to agreements, problems, tours, and being a member of a group.",phrases related to being a part of something or belonging to a group.
32,698,information or statements that are based on specific criteria or conditions.,"tokens related to being dependent or influenced by something else, often based on certain criteria or circumstances.",words or phrases related to information or decisions being based on certain criteria or factors.,"words related to the concept of being founded, determined, or influenced by something or someone.","words related to the basis or foundation of something, such as being based on certain conditions or criteria."
32,4051,"words or phrases related to policies, restrictions, and freedoms.","words related to being unrestricted, without cost, or not limited in some way.",words related to freedom or lack of restrictions.,words related to freedom or lack of restriction.,words related to freedom or lack of restrictions.
32,126,"expressions of criticism, sarcasm, and skepticism.",exclamatory interjections and expressions.,exclamatory interjections and expressions of surprise or apology.,interjections and expressions used to express surprise or acknowledgment.,exclamations or interjections used in informal speech.
32,3146,phrases related to identifying and addressing problems or concerns.,phrases or words related to picking up or acquiring something.,"phrases related to selecting, choosing, or acquiring something/someone.",phrases or tokens related to selecting or discovering something or someone.,"phrases related to overlooking, picking up, or finding something."
32,4386,"information about education and qualifications, including completion of degrees, dropping out of school, and lack of education.","information related to education, academic institutions, degrees, programs, professional titles, and drafting in sports.","words related to education, qualifications, and professional titles.","words related to education, qualifications, and academic achievements.","words related to education, such as degrees, schools, programs, and learning."
32,4763,mentions of personal experiences and inquiries in the context of an online conversation.,"personal pronouns, specifically the pronoun ""I"".","occurrences of the pronoun ""I"" in the text.","personal pronouns, specifically the pronoun ""I"".","personal pronouns, specifically the pronoun ""I""."
32,6283,phrases related to expressing condolences or paying tribute to someone.,past tense verbs or phrases relating to past events.,phrases indicating possession or ownership.,"past tense forms of the verb ""have"".","mentions or references to personal experiences, endorsements, and affiliations."
32,745,"mentions related to technology and software, particularly in the context of updates, changes, and compatibility.","verbs related to operations, actions, or functions.","words related to running or operating, particularly in the context of software, devices, or systems.","words related to running, operation, or execution.","words related to running or operation, such as ""running"", ""runs"", ""reliable"", and ""operation""."
32,1027,words and phrases related to solar power and alternative energy sources.,"words related to solar energy and its various aspects, such as solar power, solar panels, alternative energy sources, and the use of solar farms.",mentions or references to solar power or energy sources.,words related to solar energy and power sources.,"words related to renewable energy sources, particularly solar power."
32,2194,instructions or steps in a process or user interface.,action and selection words related to making choices.,phrases related to making choices or selections.,words related to making choices or selecting options.,phrases related to user instructions or steps.
33,4183,exclamations and punctuation marks.,"punctuation marks, particularly periods (.) and quotation marks ("""").",phrases or tokens indicating a sudden change or surprising element in the text.,"punctuation marks (periods, exclamation marks, question marks, and commas) in the text.","punctuation marks (. , ! "" ?)."
33,2646,words related to loss or tragedy.,"words related to loss, specifically loss of people or possessions.",words related to personal loss or tragedy.,"words related to the concept of loss, particularly in the context of losing someone or something important to the individual.",the concept of losing someone or something.
33,5073,words related to negation and negative expressions.,negations or contrasting statements.,phrases or clauses indicating negation or denial.,phrases indicating negation or non-confirmation.,negations or the absence of certain actions or conditions.
33,4900,"information or actions related to transportation, travel, and enrollment in educational programs.",verbs related to taking actions or participating in activities.,"phrases or words related to taking or canceling courses, flights, or other activities.","actions related to transportation, such as taking flights or courses, and traveling.","phrases related to transportation, such as flights, taking courses, and traveling."
33,1353,"words and phrases related to personal experiences and situations, particularly those involving life and important events.","words related to life and its significance, including phrases such as ""life was at stake"" and ""life-threatening injuries.""",phrases or words related to the concept of life.,"words related to the concept of ""life"" or situations involving danger or risk to one's life.","words related to the concept of life, including phrases such as ""at stake,"" ""life-threatening injuries,"" and ""life sentences."""
33,4887,mentions of specific individuals and their actions or roles.,"words related to roles, responsibilities, and actions in various contexts such as roles in theater productions, cooperation in war, skills, and accountability.","words related to actions, involvement, or participation.","words related to involvement, participation, and roles in various contexts.","references to personal actions, behavior, and involvement in various contexts."
33,2790,"words or phrases related to progress, updates, and running smoothly.","phrases or words related to the status or condition of something, specifically focusing on whether something is operational, running, or in place.",phrases related to movement or completion of tasks.,"phrases or words related to the state or condition of something being ""up"" or ""in place"".","phrases related to the state or status of something, such as ""up and running"", ""in place"", ""in case"", ""up to date""."
33,6224,words related to positive attributes or characteristics.,contrasting conjunctions or phrases that introduce exceptions or limitations.,"phrases with the word ""not only"" followed by additional positive or negative information.",phrases that introduce contrasting or opposing ideas.,phrases indicating addition or continuation.
33,3052,"logos or names associated with movies, media, or entertainment brands.","capitalized words within texts, potentially including titles or emphasis on certain words.",words or phrases related to emphatic statements or promotion/advertising.,single capitalized words or acronyms that are part of longer phrases.,"words related to titles, abbreviations, and formatting style."
33,586,"words and phrases related to personal and emotional struggles, such as grief, secrets, affairs, threats, seeking help, seeking revenge, and seeking forgiveness.","actions or behaviors related to searching, pursuing, or looking for something.",phrases related to seeking or searching for something.,"words related to the act of searching or pursuing something, such as seeking, searching, and seeking for something specific like acceptance or forgiveness.","verbs related to seeking, searching, and looking for something."
33,1496,words and phrases related to legal violations and controversies.,"words related to violations of laws, regulations, or principles.","words related to violations, infringements, and illegal actions.","words related to violations of laws, constitutions, and regulations.","mentions or indications of violations or infringements of laws, regulations, or provisions."
33,4740,"words and phrases related to power, control, and domination, as well as references to fictional or fantastical elements.","words related to power, authority, and control.","words or phrases related to domination, power, or control.","words related to power, authority, and influence.","words related to power, control, and dominance."
33,487,words related to discovering or encountering something.,verbs related to the action of appearing or encountering something.,phrases related to the act of encountering or discovering something.,phrases or words related to actions or occurrences happening in time.,phrases related to chance encounters or finding something.
33,187,words related to being off target or incorrect.,words or phrases related to being incorrect or deviating from expectations.,phrases or words related to being incorrect or deviating from the expected or accepted norm.,"words related to being inaccurate, incorrect, or deviating from expectations.",phrases related to expressing disagreement or being off-target in a statement.
33,3143,"the word ""an"" followed by other words, suggesting a focus on something specific or individual.","the indefinite article ""an"" in various contexts and phrases.","phrases related to quantities or numbers, such as ""an astonishing"", ""estimated 3,000"", ""one thing"", ""many different"", ""3 seasons"".","instances of the word ""an"" appearing in the text. It seems to be detecting the presence of indefinite articles.","the word ""an"" appearing in the text."
33,5564,words related to adding or including something.,action words related to adding or including something in a particular context.,"words related to adding, including, or incorporating something.",tokens related to adding or incorporating something into a system or group.," words related to wanting, adding, and maximizing."
33,952,phrases related to hidden information or secrets.,"words related to hidden or secret locations or actions, such as ""behind,"" ""in,"" and ""away.""",phrases related to hidden or secret activities or locations.,words related to hidden or secret locations/places.,words and phrases related to hidden or secretive activities or locations.
33,184,words related to long-term goals or progress.,phrases or tokens related to distance or duration.,phrases or words related to long-term duration or distance.,phrases or words related to distance or duration.,expressions related to the concept of long duration or distance.
33,2924,phrases related to course information and academic planning.,"words related to plans, needs, and desires.",phrases related to future plans or intentions.,"verbs related to planning, needing, and wanting.",phrases related to expressing personal opinions or desires.
33,4170,"words related to entrances, ability or capability, and movement.",words related to capability or possibility.,words related to the ability to do something or have access to something.,words related to capability or ability.,words related to capability or ability.
